 3021 
00000000572185182243000c_573564c65de7de21c000004c 1
0000000057218618224301bf_573564c35de7de21c0000046 1
000000005725041822460db0_5735657f5de7de21c000017e 1
0000000057288818224923d3_573564c15de7de21c0000041 1
00000000572f1118224e784c_573564c95de7de21c0000053 1
00000000572f1c18224e8afd_573564c75de7de21c000004f 1
0000000057329a18225196ee_573564cd5de7de21c000005b 1
0000000057329e1822519dba_573564cb5de7de21c0000057 1
0000000057360418225480e3_573565825de7de21c0000185 1
0000000057398918225798b9_573565875de7de21c0000190 1
0000000057398d1822579f85_573565845de7de21c000018b 1
00000000573992182257a804_573565885de7de21c0000193 1
00000000574399182260086e_573564b55de7de21c000001e 1
000000006056af1827a1f783_573564bf5de7de21c000003d 1
000000006056b21827a1fc9c_573564bd5de7de21c0000038 1
-1_5684eed02c11980e93005e15 1
-1_57de79105de7de21c1e4883b 1
-1_57de79235de7de21c1e48892 1
-1_57de79375de7de21c1e488c7 1
-1_57de79445de7de21c1e488f9 1
-1_57de79495de7de21c1e48909 1
-1_57de7aa25de7de21c1e48bc5 1
-1_57de7ad05de7de21c1e48c10 1
-1_57de7b535de7de21c1e48cd9 1
-1_57de7b815de7de21c1e48d06 1
-1_57df449d5de7de21c1e48f46 1
-1_57df45ce5de7de21c1e490f0 1
-1_57df46715de7de21c1e491fa 1
-1_57df46b45de7de21c1e49254 1
-1_57df47025de7de21c1e4942c 1
-1_57df47a55de7de21c1e496ad 1
-1_57df47cc5de7de21c1e4971d 1
-1_57df47d65de7de21c1e4972d 1
-1_57df47d95de7de21c1e49730 1
-1_57df48485de7de21c1e497fd 1
-1_57df48795de7de21c1e4984b 1
-1_57df487f5de7de21c1e49854 1
-1_57df48835de7de21c1e4985a 1
-1_57df48995de7de21c1e4987a 1
-1_57df48dd5de7de21c1e498e5 1
-1_57df49335de7de21c1e49990 1
-1_57df49425de7de21c1e499b1 1
-1_57df49445de7de21c1e499b4 1
-1_57df495e5de7de21c1e499e5 1
-1_57df49c05de7de21c1e49a81 1
-1_57df49c95de7de21c1e49a8d 1
-1_57df49cc5de7de21c1e49a93 1
-1_57df4a195de7de21c1e49afc 1
-1_57df4a1e5de7de21c1e49b02 1
-1_57df4a615de7de21c1e49b5a 1
-1_57df4a675de7de21c1e49b65 1
-1_57df4a6b5de7de21c1e49b68 1
-1_57df4acd5de7de21c1e49bde 1
-1_57df4ae15de7de21c1e49bf2 1
-1_57df4b065de7de21c1e49c1b 1
-1_57df4b465de7de21c1e49c60 1
-1_57df4b8a5de7de21c1e49caa 1
-1_57df4bd15de7de21c1e49cf3 1
-1_57df4c0d5de7de21c1e49d2f 1
-1_57df4c0e5de7de21c1e49d30 1
-1_57df4c4c5de7de21c1e49d69 1
-1_57df4c945de7de21c1e49daa 1
-1_57df4cae5de7de21c1e49dc2 1
-1_57df606a5de7de7f060f616d 1
-1_57df607a5de7de7f060f6179 1
-1_57df62055de7de7f060f6231 1
-1_57df62575de7de7f060f624b 1
-1_57e22f425de7de052c090d04 1
-1_57e22f4b5de7de052c090d17 1
-1_58043e0e5de7de5f1fa60b0d 1
-1_584941455de7de2948c7a607 1
-1_584941c65de7de2948c7a722 1
-1_5849431e5de7de2948c7a8d7 1
-1_584943205de7de2948c7a8d9 1
-1_584945d05de7de2948c7aa50 1
-1_584946185de7de2948c7aa63 1
-1_584946375de7de2948c7aa6b 1
-1_585a0efb5de7de0a98878b8e 1
23c2c38a6c21b8b0_5684dfe82c11980e9300421e 1
399380de02198660_5cdba78cc925d90001172211 1
416654b502c99c16_5cdba78cc925d90001172250 1
54251c5a636d734cc9d58c00_-1 1
5582821c636d732e02003011_5582821c636d732e02003012 1
5684c2d02c11980e930022cb_5684c2d02c11980e930022cb 1
5684f03b2c11980e93005f93_5684f03b2c11980e93005f93 1
5684f4be2c11980e9300632a_5684f4be2c11980e9300632a 1
568500202c11980ee300000a_5684eecc2c11980e93005e05 1
568503b02c11980ed7000013_5684b8b72c11980e9300100b 1
56874fbf2c11980ee0000007_5684fb192c11980e9300675a 1
56874fbf2c11980ee0000008_5684fb192c11980e9300675a 1
568752a92c11980ece00000d_5684fb2e2c11980e9300676b 1
56875a462c11980ed4000020_5684fb562c11980e9300678c 1
56875a462c11980ed4000021_5684fb5a2c11980e93006790 1
56875a462c11980ed4000021_5684fb5d2c11980e93006792 1
56876e9d2c11980ee0000014_5684fb792c11980e930067a9 1
5687815a2c11980edd00001e_5684fbab2c11980e930067d0 1
568788562c11980ecb000008_5799c5c25de7de64190000b7 1
568788562c11980ecb000009_5684fbc22c11980e930067e1 1
568791db2c11980ed1000014_5684fd752c11980e93006a23 1
568791db2c11980ed1000014_5684fd7c2c11980e93006a2a 1
5689d1ad2c11980ece000016_5684a96a2c11980e9300079b 1
5689dd192c11980ece000022_5684f86d2c11980e930063be 1
5689dd192c11980ece000023_5684b81d2c11980e93000f13 1
5689e0ba2c11980ed400002a_56861f292c11980e93008ac2 1
5689e0ba2c11980ed400002b_5684b81e2c11980e93000f17 1
5689e1872c11980ee6000012_5684b8bc2c11980e9300101e 1
5689e4112c11980ed4000039_5684a9c82c11980e930007b7 1
5689e5a42c11980ecb000034_5684b8be2c11980e93001026 1
5689e5a42c11980ecb000035_5684b8be2c11980e93001026 1
5689e5a42c11980ecb000035_5684b8be2c11980e93001027 1
5689e6e32c11980eda000020_5684f8712c11980e930063ce 1
5689e9592c11980ee3000017_5684eee22c11980e93005e3c 1
5689e9fd2c11980eda00002e_5684a9d62c11980e930007bb 1
5689eab82c11980ecb000045_568577922c11980e93007d5d 1
5689eab82c11980ecb000046_568518a82c11980e93006fe7 1
5689eab82c11980ecb000046_568577922c11980e93007d5d 1
5689eab82c11980ecb000046_57bcfd065de7de3d1aaf1f23 1
5689eab82c11980ecb000046_57bcfd075de7de3d1aaf1f24 1
5689eb352c11980ed7000038_5684b8d62c11980e93001067 1
5689ec9e2c11980ee0000051_5684a9f82c11980e930007c5 1
5689f07f2c11980ed1000032_5684b8252c11980e93000f30 1
5689f07f2c11980ed1000032_5685412e2c11980e930076a8 1
5689f1382c11980eda00004e_5684eee82c11980e93005e49 1
5689f1382c11980eda00004f_5684eee92c11980e93005e4b 1
5689f1382c11980eda000050_5684eee92c11980e93005e4b 1
5689ff552c11980ed1000057_5684f09c2c11980e9300603d 1
5689ff552c11980ed1000058_5684f1ca2c11980e930061c5 1
568a002a2c11980ece000037_5685412f2c11980e930076ac 1
568a01582c11980ed7000052_5684a4552c11980e93000592 1
568a01582c11980ed7000053_5684a4562c11980e93000593 1
568a01582c11980ed7000053_5684a4582c11980e93000594 1
568a01582c11980ed7000054_5684a4562c11980e93000593 1
568a01582c11980ed7000054_5684a4592c11980e93000595 1
568a03512c11980eda000073_5684b8c62c11980e93001040 1
568a03512c11980eda000074_5684b8c72c11980e93001042 1
568a03662c11980edd00006b_5684bd232c11980e93001ba0 1
568a03662c11980edd00006c_5684bd282c11980e93001ba7 1
568a05f22c11980ed700005e_5684efed2c11980e93005f5d 1
568a05f22c11980ed700005f_5684efed2c11980e93005f5d 1
568a085d2c11980ed7000074_5684a7f92c11980e93000725 1
568a085d2c11980ed7000074_5684a7ff2c11980e93000727 1
568a0af72c11980ed400005d_5684f4e12c11980e93006336 1
568a0af72c11980ed400005f_5684f4d62c11980e93006332 1
568a0af72c11980ed4000060_5684f4db2c11980e93006334 1
568a0c9d2c11980edd00008a_5684b8c92c11980e93001048 1
568a0fc22c11980ed4000078_5684f4c42c11980e9300632c 1
568a0fc22c11980ed400007a_5684f4ca2c11980e9300632e 1
568a15d72c1198457100008e_568a15d72c1198457100008e 1
568a27522c11985ec500000c_5684bc0c2c11980e930019aa 1
